Formula,Name,IUPAC Standard InChIKey,EA_,IE_,SMILES,EA,IE
C12H10N2O2,2-amino-4-nitrobiphenyl,LSJKFMKHHXFLSX-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=C(C=C(C=C2)[N+](=O)[O-])N,1.01981277,-
C12H10N2O2,p-Phenylazoresorcinol,BPTKLSBRRJFNHJ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=NC2=C(C=C(C=C2)O)O,1.122168035,6.98470642
C12H10N2O2,2-(p-Nitrobenzyl)pyridine,YBRDBYGCEIDLBX-UHFFFAOYSA-N,,,C1=CC=NC(=C1)CC2=CC=C(C=C2)[N+](=O)[O-],0.961746128,8.213190824
C12H10N2O2,"Benzenamine, 3-nitro-N-phenyl-",VNRHTFXMONFRSL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NC2=CC(=CC=C2)[N+](=O)[O-],0.887783365,7.256890706
C12H10N2O2,"5-Acenaphthenamine, 4-nitro-",VWJYDQVCIUABSV-UHFFFAOYSA-N,,,C1CC2=CC(=C(C3=CC=CC1=C23)N)[N+](=O)[O-],0.819778178,7.078008857
C12H10N2O2,4-Amino-3-nitro biphenyl,MQDYZYVWFUIEQU-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC(=C(C=C2)N)[N+](=O)[O-],0.932053757,7.169215775
C12H10N2O2,trans-Nitrosobenzene dimer,WHFNSVMCGRQIRC-BUHFOSPRSA-N,,,C1=CC=C(C=C1)[N+](=[N+](C2=CC=CC=C2)[O-])[O-],1.269065257,7.030008653
C12H10N2O2,cis-Nitrosobenzene dimer,WHFNSVMCGRQIRC-YPKPFQOOSA-N,,,C1=CC=C(C=C1)[N+](=[N+](C2=CC=CC=C2)[O-])[O-],1.234188375,7.030009197
C23H14,13H-Benzo[b]cyclopenta[def]triphenylene,KJEMHKAPPLLJKV-UHFFFAOYSA-N,,,,0.621587132,6.755597147
C23H14,4H-Benzo[b]cyclopenta[mno]chrysene,GTMNVZICEXQOJT-UHFFFAOYSA-N,,,C1C2=CC=CC3=C2C4=C(C=C3)C5=CC6=CC=CC=C6C=C5C=C41,0.798181624,6.514395305
C23H14,4H-Benzo[c]cyclopenta[mno]chrysene,CQXDTWDUEKPYAY-UHFFFAOYSA-N,,,,0.490240451,6.849514825
C23H14,5H-Benzo[b]cyclopenta[def]chrysene,DXPZXOZITNZSNG-UHFFFAOYSA-N,,,,0.825897116,6.532025856
C23H14,8H-Benzo[g]cyclopenta[mno]chysene,KOWXUINOJYEHLM-UHFFFAOYSA-N,,,,0.480395511,6.824660297
C23H14,"13H-Indeno[2,1,7-qra]naphthacene",IQPKPEWBSYDGKY-UHFFFAOYSA-N,,,,1.101684682,6.345987242
C23H14,13H-Cyclopenta[rst]pentaphene,ZOCIKCWLUUMDSO-UHFFFAOYSA-N,,,,0.825974123,-
C23H14,"13H-Dibenz[bc,l]aceanthrylene",JTHDRKFOWCGWAO-UHFFFAOYSA-N,,,C1C2=CC=CC3=C2C4=C(C=C3)C=C5C=CC6=CC=CC=C6C5=C41,0.640901771,6.766241273
C23H14,"4H-Indeno[7,1,2-ghi]chrysene",MNBJXKXNQSYOQA-UHFFFAOYSA-N,,,,0.548142466,6.847759171
C23H14,"13H-Dibenz[bc,j]aceanthrylene",VHTSBQMSNJOJTG-UHFFFAOYSA-N,,,C1C2=CC=CC3=C2C4=C1C5=C(C=C4C=C3)C6=CC=CC=C6C=C5,0.674813752,6.737188361
C23H14,13H-Cyclopenta[pqr]picene,OGTIJHOUTBRLQO-UHFFFAOYSA-N,,,C1C2=CC=CC3=C2C4=C(C=C3)C5=C(C=C41)C6=CC=CC=C6C=C5,0.48594982,6.80240442
C23H14,"7H-Indeno[1,2-a]pyrene",IGUJBRKPAJIBSE-UHFFFAOYSA-N,,,C1C2=CC=CC=C2C3=C1C=C4C=CC5=C6C4=C3C=CC6=CC=C5,0.813660329,6.561434689
C23H14,"9H-Indeno[1,2-e]pyrene",SIFHTIHFPPIGBL-UHFFFAOYSA-N,,,,0.73019875,6.646431785
C23H14,6H-Cyclopenta[ghi]picene,SCANVYMGSZCPGC-UHFFFAOYSA-N,,,,-,6.75589157
C23H14,"11H-Indeno[2,1-a]pyrene",BKAWEYVMAITOMA-UHFFFAOYSA-N,,,,0.639865577,6.790574438
C20H12,Benzo[a]pyrene,FMMWHPNWAFZXNH-UHFFFAOYSA-N,0.815,7.1,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=C4C(=CC=C5)C=C3,0.812261139,6.663302605
C20H12,Perylene,CSHWQDPOILHKBI-UHFFFAOYSA-N,0.973,6.96,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=CC=C5)C3=CC=C2,0.958460944,6.525613312
C20H12,Benzo[e]pyrene,TXVHTIQJNYSSKO-UHFFFAOYSA-N,0.534,7.41,C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C(C=CC=C25)C=C4,0.493179783,6.966518043
C20H12,Benzo[k]fluoranthene,HAXBIWFMXWRORI-UHFFFAOYSA-N,,,C1=CC=C2C=C3C4=CC=CC5=C4C(=CC=C5)C3=CC2=C1,0.814209991,6.868790825
C20H12,Benzo[b]fluoranthene,FTOVXSOBNPWTSH-UHFFFAOYSA-N,,,C1=CC=C2C3=C4C(=CC=C3)C5=CC=CC=C5C4=CC2=C1,0.827905832,7.211303029
C20H12,Benzo[j]fluoranthene,KHNYNFUTFKJLDD-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C3=CC=C5,1.039363601,6.948792525
C20H12,Benzo(a)fluoranthene,OQDXASJSCOTNQS-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC=C4C3=C2C5=CC=CC=C54,1.20341491,6.840805128
C20H12,Benz[j]aceanthrylene,OSKRAISUPBTHCP-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC=C5C4=C3C=C5,1.216967349,6.960579786
C20H12,Benzo(a)acephenanthrylene,BJHAQCNKMDVELG-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C2=C34,0.92068092,6.965177357
C20H12,"Azuleno[1,2,3-c,d]phenalene",GLEKMAYPJULPAC-UHFFFAOYSA-N,,6.58,C1=CC=C2C(=C3C=CC4=CC=CC5=C4C3=C2C=C5)C=C1,1.213487606,6.189685898
C20H12,"Benz[a]indeno[1,2,3-cd]azulene",UCOHDDVPRHMZGK-UHFFFAOYSA-N,,6.84,C1=CC=C2C(=C1)C3=CC=CC=C4C3=C2C5=CC=CC=C54,1.321475004,6.402588844
C20H12,"Azuleno[5,6,7-c,d]phenalene",MMVAQVCLDJYKKW-UHFFFAOYSA-N,,6.76,C1=CC2=C3C(=C1)C=CC4=CC5=CC=CC5=CC(=C43)C=C2,0.964898795,6.33445386
C20H12,Benzo[de]cyclopent[b]anthracene,YSQZAGVZEGZLSD-UHFFFAOYSA-N,,,,1.432761191,6.540983173
C20H12,Benzo[de]cyclopent[a]anthracene,FZPMEKAWJMWZAT-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C4=CC=CC4=CC5=C3C2=CC=C5,20930.55087,-
C20H12,Benzo[fg]cyclopent[a]anthracene,UWTVIOBLCIMLGH-UHFFFAOYSA-N,,,,1.856073467,6.290627551
C20H12,Cyclopenta[de]naphthacene,PYSSVKADNGCTPT-UHFFFAOYSA-N,,,C1=CC=C2C=C3C4=C5C(=CC=CC5=CC3=CC2=C1)C=C4,1.534194003,6.518262805
C20H12,Benz[l]acephenanthrylene,MUAYUOYUCPTZSD-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=CC=CC5=C4C(=C3)C=C5,1.044575052,7.097008121
C20H12,Benz[a]acephenanthrylene,BJHAQCNKMDVELG-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=CC5=CC=CC=C5C2=C34,0.92068092,6.965177357
C20H12,Benz[k]acephenanthrylene,DKCWWCWLEZJRLL-UHFFFAOYSA-N,,,,1.06910087,6.877332902
C20H12,"Indeno[2,1-a]phenalene",CGNGNSAJKKWGNN-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C2=CC4=CC=CC5=C4C3=CC=C5,1.37556639,6.552521454
C20H12,Cyclopenta[hi]chrysene,HSKOKJQCYMCTGU-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C=C4C=CC5=C4C3=CC=C5,1.034389702,7.029568651
C20H12,"Indeno[1,2-a]phenalene",FKTWPJDLAUZQBF-UHFFFAOYSA-N,,,,1.821764477,6.041319009
C20H12,Benz[d]aceanthrylene,QTCRJMWMGZQPMN-UHFFFAOYSA-N,,,C1=CC=C2C3=C4C(=C5C=CC=CC5=CC4=CC2=C1)C=C3,1.586353953,6.726883555
C20H12,Benz[e]aceanthrylene,YPMKRLARTMANBR-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=C3C=CC4=C3C2=CC5=CC=CC=C45,1.200278843,6.86245556
C20H12,Benz[l]aceanthrylene,ICRHCNSZHYPRNZ-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC3=C2C4=C5C(=CC=CC5=C3)C=C4,1.233477079,6.927828083
C13H10O2,"Benzoic acid, phenyl ester",FCJSHPDYVMKCHI-UHFFFAOYSA-N,,8.76,C1=CC=C(C=C1)C(=O)OC2=CC=CC=C2,0.400521702,-
C13H10O2,2-Biphenylcarboxylic acid,ILYSAKHOYBPSPC-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=CC=C2C(=O)O,0.359407786,7.720421111
C13H10O2,"Methanone, (2-hydroxyphenyl)phenyl-",HJIAMFHSAAEUKR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)C2=CC=CC=C2O,0.388890632,7.709642562
C13H10O2,Biphenyl-4-carboxylic acid,NNJMFJSKMRYHSR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)O,0.7141263,7.806596443
C13H10O2,"Methanone, (4-hydroxyphenyl)phenyl-",NPFYZDNDJHZQKY-UHFFFAOYSA-N,,8.3,C1=CC=C(C=C1)C(=O)C2=CC=C(C=C2)O,0.478221624,7.71177019
C13H10O2,4-Phenoxybenzaldehyde,QWLHJVDRPZNVBS-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=CC=C(C=C2)C=O,0.453087912,7.742816852
C13H10O2,2-Phenyl-3-(2-furyl)-propenal,JPESOGFYFXAURP-XFXZXTDPSA-N,,,C1=CC=C(C=C1)C(=CC2=CC=CO2)C=O,0.938125348,7.370957041
C13H10O2,β-(1-Naphthyl)acrylic acid,WPXMLUUYWNHQOR-CMDGGOBGSA-N,,,C1=CC=C2C(=C1)C=CC=C2C=CC(=O)O,0.997810771,7.624145872
C13H10O2,"Oxonium, (diphenylmethylene)hydroxy-, hydroxide, inner salt",SURASCNNHSOXHY-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=[O+][O-])C2=CC=CC=C2,1.340198893,7.51412554
C13H10O2,"Dibenzofuran, 2-methoxy-",XSIBNFRLWPYZRA-UHFFFAOYSA-N,,,COC1=CC2=C(C=C1)OC3=CC=CC=C32,-0.160332926,7.16484841
C13H10O2,"2-Propen-1-one, 3-(2-furanyl)-1-phenyl-",BVAGSGSYUAOFPJ-CMDGGOBGSA-N,,,C1=CC=C(C=C1)C(=O)C=CC2=CC=CO2,0.979217495,-
C13H10O2,3-phenylbenzoic acid,XNLWJFYYOIRPIO-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC(=CC=C2)C(=O)O,0.225744633,-
C13H10O2,m-Hydroxybenzophenone,SHULEACXTONYPS-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)C2=CC(=CC=C2)O,0.605334273,7.735721856
C12H9NO3,"Benzene, 1-nitro-4-phenoxy-",JDTMUJBWSGNMGR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=CC=C(C=C2)[N+](=O)[O-],0.910074344,7.975148452
C12H9NO3,"Benzene, 1-nitro-2-phenoxy-",VNHGETRQQSYUGZ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=CC=CC=C2[N+](=O)[O-],0.922124463,7.864095735
C12H9NO3,8-Carboxynaphyhalene-1-carboxamide,GRVIMBYDMARKEZ-UHFFFAOYSA-N,,,C1=CC2=C(C(=C1)C(=O)N)C(=CC=C2)C(=O)O,0.795556851,7.655454848
C12H9NO3,"Benzene, 1-nitro-3-phenoxy-",MEYCCIQOLYYNLD-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=CC=CC(=C2)[N+](=O)[O-],1.031797855,7.92856703
C12H9NO3,4-Hydroxy-4'-nitrobiphenyl,ZNDJDQOECGBUNK-UHFFFAOYSA-N,,,C1=CC(=CC=C1C2=CC=C(C=C2)O)[N+](=O)[O-],1.069928357,7.691980718
C12H9NO3,2-Phenoxynicotinic acid,CQGAXJGXGLVFGJ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)OC2=C(C=CC=N2)C(=O)O,0.45119702,7.629760045
C12H9NO3,"1-(4-acetylphenyl)-1H-pyrrole-2,5-dione",ISGBKWSEHGAUNF-UHFFFAOYSA-N,,,CC(=O)C1=CC=C(C=C1)N2C(=O)C=CC2=O,-,8.019028094
C17H14N2O,2-(P-phenylphenoxy)-3-methyl pyrazine,HISOHEOSIXEMMH-UHFFFAOYSA-N,,,CC1=NC=CN=C1OC2=CC=C(C=C2)C3=CC=CC=C3,0.109661691,-
C17H14N2O,1-(4-Methylphenylazo)-2-naphthol,JCZUIEHTNMQCRK-VHEBQXMUSA-N,,,,-,-
C17H14N2O,4-(4'-Methylphenyl)azo-1-naphthol,QGRKIAGAEXIDFJ-VHEBQXMUSA-N,,,,-,-
C17H14N2O,2-(O-phenylphenoxy)-3-methyl pyrazine,USLZXOBENXPOCF-UHFFFAOYSA-N,,,CC1=NC=CN=C1OC2=CC=CC=C2C3=CC=CC=C3,0.266204125,7.371834051
C17H14N2O,"1,2-Naphthalenedione, 1-[(4-methylphenyl)hydrazone]-",BFBIARQFJLYFRD-ZPHPHTNESA-N,,,,1.623474655,6.713986085
C17H14N2O,2-Phenoxy-3-benzyl pyrazine,CGIDEQICOWXIDQ-UHFFFAOYSA-N,,,C1=CC=C(C=C1)CC2=NC=CN=C2OC3=CC=CC=C3,0.229475533,7.402099214
C17H14N2O,2-Phenoxy-6-benzyl pyrazine,PXJUHRHBCOXEHN-UHFFFAOYSA-N,,,C1=CC=C(C=C1)CC2=CN=CC(=N2)OC3=CC=CC=C3,0.284974817,7.402086425
C16H13N3O3,Nimetazepam,GWUSZQUVEVMBPI-UHFFFAOYSA-N,,,CN1C(=O)CN=C(C2=C1C=CC(=C2)[N+](=O)[O-])C3=CC=CC=C3,-,7.914275268
C16H13N3O3,"3-methyl-N-phenyl-2-quinoxalinecarboxamide-1,4-dioxide",DOSQDTCAKLTKPO-UHFFFAOYSA-N,,,CC1=C([N+](=O)C2=CC=CC=C2N1[O-])C(=O)NC3=CC=CC=C3,1.568226801,-
C8H11N5,"S-Triazolo(1,5-a)pyrimidine, 5-methyl-7-ethylamino-",JDYRAZLWDUVBMX-UHFFFAOYSA-N,,,CCNC1=CC(=NC2=NC=NN12)C,-0.344419695,7.689200026
C8H11N5,"9H-Purin-6-amine, N,N,9-trimethyl-",GQKLJZOIXKFFQC-UHFFFAOYSA-N,,,CN1C=NC2=C1N=CN=C2N(C)C,-0.716618012,7.14148695
C8H11N5,1-Propyl-1h-purin-6-amine,KHTDDMONVROWNZ-UHFFFAOYSA-N,,,,-,-
C8H11N5,N-propyl-9h-purin-6-amine,CIAUYDNALIJKPK-UHFFFAOYSA-N,,,CCCNC1=NC=NC2=C1NC=N2,-0.547752532,7.596413781
C8H11N5,9-Propyl-9h-purin-6-amine,QTULKOMMYIUZQD-UHFFFAOYSA-N,,,CCCN1C=NC2=C(N=CN=C21)N,-0.702197542,7.531486703
C8H11N5,"Biguanide, 1-phenyl-",CUQCMXFWIMOWRP-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=C(N)N=C(N)N,-,6.480688223
C20H10O2,"Perylene-1,12-quinone",ODYASLOGAWBBOY-UHFFFAOYSA-N,,,C1=CC2=C3C(=C1)C4=CC=CC5=C4C(=C3C(=O)C=C2)C(=O)C=C5,2.037202672,7.057756254
C20H10O2,"3,10-Perylenequinone",FUTARTAINOHELR-UHFFFAOYSA-N,,,C1=CC2=C3C=CC=C4C3=C(C=CC4=O)C5=C2C(=C1)C(=O)C=C5,2.286499241,7.766292326
C10H9NO4,"Benzoic acid, 4-nitro, allyl ester",FNAOSVAQWXBRLK-UHFFFAOYSA-N,,,C=CCOC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1.524257635,8.663585392
C10H9NO4,"Cyclopropanecarboxylic acid, 4-nitrophenyl ester",KYHAMGAANHSNPQ-UHFFFAOYSA-N,,,C1CC1C(=O)OC2=CC=C(C=C2)[N+](=O)[O-],0.981896418,8.501828241
C10H9NO4,"P-nitro cinnamic acid, methyl ester",NVXKMHUNXMXXDM-QPJJXVBHSA-N,,,COC(=O)C=CC1=CC=C(C=C1)[N+](=O)[O-],1.780541173,8.457300161
C10H9NO4,"2-Propenoic acid, 2-nitro-3-phenyl-, methyl ester, (E)-",OXXLRSFTMYPKRD-VQHVLOKHSA-N,,,COC(=O)C(=CC1=CC=CC=C1)[N+](=O)[O-],-,-
C10H9NO4,"M-nitro cinnamic acid, methyl ester",DKQXESBKFCYESZ-AATRIKPKSA-N,,,COC(=O)C=CC1=CC(=CC=C1)[N+](=O)[O-],1.490419123,8.489181929
C10H9NO4,(Z) Methyl 2-nitro-3-phenylpropenoate,ZRJCWSPYKILXGU-CLFYSBASSA-N,,,COC(=O)C=C(C1=CC=CC=C1)[N+](=O)[O-],1.466325416,8.290760406
C16H13N3,"2,4-Dimethyl-7-phenylpyrrolo[1,2-a]pyrimidine-8-carbonitrile",LXTKGVLKMYLJKT-UHFFFAOYSA-N,,,CC1=CC(=NC2=C(C(=CN12)C3=CC=CC=C3)C#N)C,0.817246467,7.283633404
C16H13N3,α-Naphthyl red,IICHURGZQPGTRD-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=NC2=CC=C(C3=CC=CC=C32)N,1.075605116,6.333084875
C21H15NO6,"Fumaric acid, 4-nitrophenyl naphth-2-ylmethyl ester",NZFWELYRBDKACP-VAWYXSNFSA-N,,,C1=CC=C2C=C(C=CC2=C1)COC(=O)C=CC(=O)OC3=CC=C(C=C3)[N+](=O)[O-],2.076077123,-
C21H15NO6,"Fumaric acid, 2-nitrophenyl naphth-2-ylmethyl ester",KYXJFWKMIHDPSS-VAWYXSNFSA-N,,,C1=CC=C2C=C(C=CC2=C1)COC(=O)C=CC(=O)OC3=CC=CC=C3[N+](=O)[O-],-,7.575638999
C23H18N4O,2-Phenoxy-3-benzoyl pyrazine phenyl hydrazone,SNSUFZQFFNUMHR-UHFFFAOYSA-N,,,,-,-
C23H18N4O,2-Phenoxy-6-benzoyl pyrazine phenylhydrazone,BZVSZIRAKGCKPV-UHFFFAOYSA-N,,,,-,-
C16H12N2O,"2-Naphthalenol, 1-(phenylazo)-",MRQIXHXHHPWVIL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,1.674551879,6.853225861
C16H12N2O,"Nicotinamide, N-(1-naphthyl)-",OZOFJVFWGZHBHV-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C=CC=C2NC(=O)C3=CN=CC=C3,0.807446969,-
C16H12N2O,4-(phenylazo)-1-naphthol,CQYDCXNJLAOBIF-ISLYRVAYSA-N,,,,1.203169467,6.662135253
C16H12N2O,2-Phenacyl-quinoxaline,SVDCSMOJGNIGMS-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)CC2=NC3=CC=CC=C3N=C2,0.973420464,7.66670442
C16H12N2O,2-(P-phenylphenoxy) pyrazine,KKRSBOPXAHQCPR-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=C(C=C2)OC3=NC=CN=C3,0.201250651,-
C16H12N2O,2-(O-phenylphenoxy) pyrazine,CHFDNBAZVGQWTL-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C2=CC=CC=C2OC3=NC=CN=C3,0.357082062,7.432682201
C16H12N2O,"1,2-Naphthalenedione, 1-(phenylhydrazone)",ZONYAPYTDIVJGG-VLGSPTGOSA-N,,,,-,-
C10H10N2O,"4H-Pyrido[1,2-a]pyrimidin-4-one, 3,6-dimethyl-",VNZAABOALQMGKL-UHFFFAOYSA-N,,,CC1=CC=CC2=NC=C(C(=O)N12)C,0.246407578,7.353325945
C10H10N2O,"4-Quinazolone, 2-ethyl",LUANCFNZZLKBOQ-UHFFFAOYSA-N,,,CCC1=NC2=CC=CC=C2C(=O)N1,-,7.910578382
C10H10N2O,"4(3H)-Quinazolinone, 2,3-dimethyl-",DCKUAHKIBNUXHX-UHFFFAOYSA-N,,,CC1=NC2=CC=CC=C2C(=O)N1C,-0.173001824,7.800344988
C10H10N2O,"Pyrazine, 2-(2-furfuryl)-5-methyl",ZOVFOYWKSFIZCG-UHFFFAOYSA-N,,,CC1=CN=C(C=N1)CC2=CC=CO2,-0.115851105,7.427133878
C10H10N2O,"Pyrazine, 2-(2-furfuryl)-6-methyl",GODMWVHOELDUKF-UHFFFAOYSA-N,,,CC1=CN=CC(=N1)CC2=CC=CO2,-0.114214363,7.435462893
C10H10N2O,"Quinazolin-4-one, 3-ethyl",BMFONNKQZRYQSO-UHFFFAOYSA-N,,,CCN1C=NC2=CC=CC=C2C1=O,-0.116577366,7.959349473
C10H10N2O,"3H-Pyrazol-3-one, 2,4-dihydro-5-methyl-2-phenyl-",QELUYTUMUWHWMC-UHFFFAOYSA-N,,7.7,CC1=NN(C(=O)C1)C2=CC=CC=C2,-0.302668497,7.401109822
C10H10N2O,"4H-Pyrido[1,2-a]pyrimidin-4-one, 2,3-dimethyl",FXHOXXOPXPGPKP-UHFFFAOYSA-N,,,CC1=C(N=C2C=CC=CN2C1=O)C,0.264973371,7.440368492
C10H10N2O,"4H-Pyrido[1,2-a]pyrimidin-4-one, 2,9-dimethyl",XXRSWHWERLUWQS-UHFFFAOYSA-N,,,CC1=CC=CN2C1=NC(=CC2=O)C,0.201337999,7.609770301
C10H10N2O,"2-(2-Furyl)-5,6-dimethylpyrazine",ITNKCJNTYFLMPS-UHFFFAOYSA-N,,,CC1=NC=C(N=C1C)C2=CC=CO2,0.057232624,7.445137764
C10H10N2O,2- (5-methyl-2-furfuryl)methylpyrazine,VRNZQIBMBJNKEN-UHFFFAOYSA-N,,,CC1=CC=C(O1)CC2=NC=CN=C2,-0.136855548,7.28930853
C10H10N2O,"2,3-Dihydro-4-methyl-1H-1,5-benzodiazepin-2-one",AFHSLLLKMSITIA-UHFFFAOYSA-N,,,CC1=NC2=CC=CC=C2NC(=O)C1,-0.116431515,7.54268158
C10H10N2O,"3H-Pyrazol-3-one, 2,4-dihydro-2-methyl-5-phenyl-",NIXIJMXBXHWPEK-UHFFFAOYSA-N,,,CN1C(=O)CC(=N1)C2=CC=CC=C2,0.281968817,7.411954766
C10H10N2O,"3H-1,4-Benzodiazepin-2-one, 1,2-dihydro-5-methyl-",DIDPQMKDRMWTTD-UHFFFAOYSA-N,,7.8,CC1=NCC(=O)NC2=CC=CC=C12,0.143244963,-
C10H10N2O,4-Acetamidophenylacetonitrile,SPAOQNOLRMENDZ-UHFFFAOYSA-N,,,CC(=O)NC1=CC=C(C=C1)CC#N,-,-
C10H10N2O,1H-Indole-3-acetamide,ZOAMBXDOGPRZLP-UHFFFAOYSA-N,,,C1=CC=C2C(=C1)C(=CN2)CC(=O)N,-0.752663879,6.997361984
C10H10N2O,1-Methyl-1h-indole-2-carboxamide,CYDRRUIHHLXFKW-UHFFFAOYSA-N,,,CN1C2=CC=CC=C2C=C1C(=O)N,0.029391962,-
C10H10N2O,N-(1h-indol-3-yl)acetamide,RROJHIZQOZNMSH-UHFFFAOYSA-N,,,CC(=O)NC1=CNC2=CC=CC=C21,-0.797472505,6.760396079
C10H10N2O,1-Isopropenyl-2-benzimidazolinone,XFASJWLBXHWUMW-UHFFFAOYSA-N,,,CC(=C)N1C2=CC=CC=C2NC1=O,-0.838485196,7.33355144
C10H10N2O,"1,7-Diamino-beta-naphthol",LWYNEQNVMPRDJP-UHFFFAOYSA-N,,,C1=CC(=CC2=C1C=CC(=C2N)O)N,-0.469578594,6.475240037
C18H12N2O4,"Succinic acid, di(4-cyanophenyl) ester",ZSXZIPXJWLPCKL-UHFFFAOYSA-N,,,C1=CC(=CC=C1C#N)OC(=O)CCC(=O)OC2=CC=C(C=C2)C#N,1.012841311,-
C18H12N2O4,"2,4-Diacetoxy-10-cyanoazuleno(2,1-b)pyridine",LZZFYPFTNVKRBH-UHFFFAOYSA-N,,,CC(=O)OC1=CC(=NC2=C(C3=CC=CC=CC3=C12)C#N)OC(=O)C,1.780868521,7.2355132
C18H12N2O4,"1-Acetyl-4-(acetyloxy)-1,2-dihydro-2-oxoazuleno[2,1-b]pyridine-10-carbonitrile",KGFGAQLSPNXDCC-UHFFFAOYSA-N,,,,1.595165419,8.892128132
C8H7NO3,"Acetophenone, 4'-nitro-",YQYGPGKTNQNXMH-UHFFFAOYSA-N,1.57,10.07,CC(=O)C1=CC=C(C=C1)[N+](=O)[O-],1.223928195,8.909069972
C8H7NO3,"Ethanone, 1-(3-nitrophenyl)-",ARKIFHPFTHVKDT-UHFFFAOYSA-N,1.33,9.89,CC(=O)C1=CC(=CC=C1)[N+](=O)[O-],1.333899002,8.713194582
C8H7NO3,"Ethanone, 1-(2-nitrophenyl)-",SUGXZLKUDLDTKX-UHFFFAOYSA-N,1.4,,CC(=O)C1=CC=CC=C1[N+](=O)[O-],0.957034544,8.085712459
C8H7NO3,p-nitrophenyl vinyl ether,XTVUXNLJQRWUBD-UHFFFAOYSA-N,,,C=COC1=CC=C(C=C1)[N+](=O)[O-],1.656637517,7.770868128
C8H7NO3,"Benzoic acid, 4-nitroso-, methyl ester",CAFWWZWJFFJXTF-UHFFFAOYSA-N,,,COC(=O)C1=CC=C(C=C1)N=O,1.323234195,8.987434115
C8H7NO3,3-Nitro-4-methylbenzaldehyde,KHWGAWBXQOKXIJ-UHFFFAOYSA-N,,,CC1=C(C=C(C=C1)C=O)[N+](=O)[O-],-0.971899097,7.354765951
C8H7NO3,6-Methoxy-2-benzoxazolinone,MKMCJLMBVKHUMS-UHFFFAOYSA-N,,,COC1=CC2=C(C=C1)NC(=O)O2,0.486101386,8.038167223
C8H7NO3,"Phthalaldehydic acid, oxime",VLRVPJCWMLBRTQ-UHFFFAOYSA-N,,,C1=CC=C(C(=C1)C=NO)C(=O)O,0.486101386,8.038167223
C8H7NO3,α-Nitroacetophenone,JTWHVBNYYWFXSI-UHFFFAOYSA-N,,,C1=CC=C(C=C1)C(=O)C[N+](=O)[O-],-,-
C8H7NO3,"Acetic acid, oxo(phenylamino)-",PQJZHMCWDKOPQG-UHFFFAOYSA-N,,,C1=CC=C(C=C1)NC(=O)C(=O)O,0.520260442,8.050662242
C9H9NO5,"2-Methoxy-5-nitrophenol, acetate",XBFBLYSAWSLPRY-UHFFFAOYSA-N,,,CC(=O)OC1=C(C=CC(=C1)[N+](=O)[O-])OC,0.896991295,8.064608696
C9H9NO5,"Formic acid, (3-methoxy-4-nitrophenyl)methyl ester",WFSUXNOPTQWGRR-UHFFFAOYSA-N,,,COC1=C(C=CC(=C1)COC=O)[N+](=O)[O-],0.952684049,8.168896758
