,SMILE,ph,SRP,solvent_-,solvent_1 M H2SO4,solvent_CH2Cl2,solvent_CH3CN,solvent_H2O,solvent_MeCN,solvent_PBS buffer,solvent_iso-propyl alcohol,type_anion,type_neutral,type_radical
704,CCOC(=O)C(C#N)[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,7.0,-0.287,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
116,C1=CC(=CC(=C1)O)O,11.6,0.304,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
473,C1=CN=C([N]1CCCN2CCCCC2)[N+](=O)[O-],7.0,-0.353,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
228,CN1C(=C(C2=C1C([O])C=C(C2[O-])OC)CO)C3=CC=CC=C3,7.0,-0.315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
711,CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OC,7.0,-0.408,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
667,C[N+](C)(C)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC[N+](C)(C)C,7.0,-0.331,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
57,CC1=CC(O)C(=CC1O)C,7.0,0.426,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
525,C1=NC(=C(N1CC(CO)O)I)[N+](=O)[O-],7.0,-0.512,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
274,C2(=CC=C(C=C2)C)[CH2],7.0,0.75,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
318,CCO[CH]C,7.0,-0.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
615,CC2=[N+]1CCC[N+]3=C(C1=CC=C2)C=CC=C3,7.0,-0.59,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
144,OC1C2=CC=CC=C2C(O)C(S(=O)([O-])=O)=C1,7.0,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
875,C([C@@H](C(=O)O)N)S,7.0,0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
567,CN(C)CCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-],7.0,-0.275,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
828,COC1=C2C(=CC=C1)SC3=CC=CC=C3N2,7.0,0.698,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
740,C[N+]1=CC=C(C=C1)C(=O)OC,7.0,-0.72,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
369,CN1CC(C2=CC(=O)C(=O)C=C21)O,7.0,-0.253,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
268,C1[C@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,13.5,0.079,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
633,C[N+]1=CC=C(C=C1)C2=CC=CC=[N+]2C,7.0,-0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
307,CCN(CC)[CH]C,7.0,-0.88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
423,CN1C(=CN=C1[N+](=O)[O-])CO,7.0,-0.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
310,C[C](C1=CC=CC=C1)C2=CC=CC=C2,7.0,0.47,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
354,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)S(=O)(=O)[O-])O,7.0,-0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
46,CC1=C([C-](C(C)=C1C)(C)[Fe+2][C-]2(C)C(C)=C(C)C(C)=C2C)C,7.0,0.654,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
349,CNC(=O)OCC1=CC2=C(C=C1)C(=O)C=CC2=O,7.0,-0.099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
371,C1=CC=C2C(=C1)C3C=CC=CC3C(=O)C2=O,7.0,-0.124,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
479,O=[N](=O)C1=NC=C[N]1CC(O)CN2CC2,7.0,-0.398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
585,C1=C(C(=O)NC(=O)N1)[N+](=O)[O-],7.0,-0.527,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
261,C1[C@@H]([C@@H](OC2=CC(=CC(=C21)O)O)C3=CC(=C(C(=C3)O)O)O)O,0.0,0.93,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
195,[O]C1C2=CC=CC=C2C([O-])C3=C1C(O)=CC(S(=O)([O-])=O)=C3O,7.0,-0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
911,Cl[Ir-3](Cl)(Cl)(Cl)(Cl)Cl,7.0,0.8665,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
759,C2(=NC1=NSN=C1N=C2C3=CC=CO3)C4=CC=CO4,7.0,-0.374,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
670,C[N+](C)(C)CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+](C)(C)C,7.0,-0.367,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
263,C1[C@H](C(OC2=CC(=CC(=C21)O)O)C3=CC(=C(C=C3)O)O)O,13.5,0.42,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
443,C1=CN(C(=N1)[N+](=O)[O-])CC(CF)O,7.0,-0.383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
616,COC1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CCC3,7.0,-0.63,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
304,C1=CC=C(C=C1)[CH-]C2=CC=CC=C2,7.0,-0.9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
341,CC1=CC(=O)C2=CC=CC=C2C1=O,7.0,-0.203,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
879,C([C@H]([C@@H](CS)O)O)S,7.0,1.752,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
149,CC1=CC(C2=C(C=CC=C2O)C1[O-])[O],7.0,-0.156,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
124,COC1=C(C=CC(=C1)O)O,13.5,-0.085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
716,CCN(CC)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,7.0,-0.383,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
50,C1=CC(O)C=CC1O,11.0,0.057,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
353,C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)S(=O)(=O)[O-],7.0,-0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
842,CCN(CC)CCN1C2=CC=CC=C2SC3=CC=CC=C31,7.0,0.807,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
142,C1=CC(=C2C([O])C=CC([O-])C2=C1O)O,7.0,-0.11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
470,C1=CN=C([N+](=O)[O-])[N]1CCN2CCCC2,7.0,-0.334,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
399,C1=CC(=CC=C1CO)[N+](=O)[O-],7.0,-0.477,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
630,C1C[N+]2=C3C(=C(C=C2)C4=CC=CC=C4)C=CC5=C(C=C[N+](=C53)C1)C6=CC=CC=C6,7.0,-0.31,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
320,C1CO[CH]CO1,7.0,0.16,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
19,C1=CC=C[C-]1[Fe+2][C-]1C=CC(=C1)N,7.0,0.149,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
737,C[N+]1=CC=CC(=C1)C(=O)N,7.0,-0.936,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
720,C=C(CC)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCOC,7.0,-0.396,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
736,CN(C)N=NC1=C(NC=N1)C(=O)N,7.0,-0.571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
407,C1CN1C2=C(C=C(C(=C2)C(=O)N)N)[N+](=O)[O-],7.0,-0.515,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
863,C15=C(C2=C(C=C1)C=CC=C2)SC3=C(C=CC4=C3C=CC=C4)N5,7.0,0.548,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
38,NCCC(O)C1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,7.0,0.444,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
175,[O]C1C2=CC=CC=C2C([O-])C3=CC=CC=C13,11.0,-0.445,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
245,COC1=CC(C=C/C1=N\C2=C3C=CC=CC3=NC4=CC=CC=C42)[O-],7.0,0.085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
755,C12=[S]3ON=C1C[S](CC2=NO3)(=O)=O,7.0,-0.227,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
611,C1(=C[N+]3=C(C=C1C)C2=[N+](C=C(C(=C2)C)C)CC3)C,7.0,-0.613,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
865,C1=CC(=CC2=C1C=CC(=O)O2)O,7.0,0.315,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
779,C1=CC(=CC(=C1)O)O,7.0,0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
154,BrCC1=CC(C(C=CC2[O])[O-])=C2C=C1,7.67,-0.092,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
287,C1=C(C=CC(=C1)[CH2-])CN,7.0,-0.53,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
549,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-],7.0,-0.467,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
17,OCC1=C(CO)C=C[C-]1[Fe+2][C-]2C=CC=C2,7.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
127,C1=CC(=C(C=C1O)C(=O)O)O,13.5,0.033,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
322,C1[CH]OCO1,7.0,-0.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
255,COC(=O)C1=CC(=C(C(=C1)O)O)O,3.5,0.098,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
601,C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)OC,7.0,-0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
877,CC(C)([C@H](C(=O)O)N)S,7.0,1.345,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
190,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC(S(=O)([O-])=O)=C3,7.0,-0.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
115,C1=CC(=CC(=C1)O)O,13.5,0.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
584,C1=CSC(=C1)[N+](=O)[O-],7.0,-0.395,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
180,[O]C1C2=CC=CC=C2C([O-])C3=C(O)C=CC(O)=C13,7.0,-0.249,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
301,[CH2-]C1=CC=CC=C1,7.0,-1.21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
693,CC1=C(C=C[N+](=C1)CCC[S](=O)(=O)[O-])C2=C(C=[N+](C=C2)CCC[S](=O)(=O)[O-])C,7.0,-0.79,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
650,CC(C)[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C(C)C,7.0,-0.45,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
891,C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.C1=CC2=C(C3=C(C=CC=N3)C=C2)N=C1.[Ru+2],7.0,1.62,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
625,C1C[N+]2=CC=CC3=C2C4=C(C=CC=[N+]41)C=C3,7.0,-0.28,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
605,CC1=C2C3=C(C=CC=[N+]3CC[N+]2=CC=C1)C,7.0,-0.58,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
517,CC1=CN(C(=N1)[N+](=O)[O-])SC2=NC(=NC3=C2NC=N3)N,7.0,-0.49,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
896,N.N.N.N.N.N.[Co+2],7.0,0.108,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
45,CC1=C(C)[C-]([Fe+2][C-]2C(C)=C(C(C)=C2C)C)C(C)=C1C,7.0,0.753,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
825,C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)F,7.0,0.722,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
157,CNC(OCC1=CC2=C(C(C=CC2[O-])[O])C=C1)=O,7.67,-0.099,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
677,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,7.0,-0.33,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
171,CC1=C(C(O)C2=C(C1O)C=CC=N2)C,7.0,-0.317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
16,OCC1=CC=C[C-]1[Fe+2][C-]1C(CO)=CC(=C1),7.0,0.474,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
511,CN1C=NC(=C1S(=O)(=O)NC2=CC=CC=C2)[N+](=O)[O-],7.0,-0.398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
48,C1=CC(O)C=CC1O,7.0,0.459,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
883,C1CSS[C@@H]1CCCCC(=O)O,7.0,1.13,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
764,CNC1=CC=C(C=C1)O,7.0,0.146,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
515,CN1C=NC(=C1S(=O)(=O)OC2=CC=C(C=C2)OC)[N+](=O)[O-],7.0,-0.335,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
626,C1C[N+]2=CC=CC3=C2C4=C(C=CC=[N+]4C1)C=C3,7.0,-0.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
480,CN(C)CC(CN1C=CN=C1[N+](=O)[O-])O,7.0,-0.351,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
283,CC1=CC(=CC=C1)[CH2-],7.0,-1.26,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
598,C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)C#N,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
225,CC1=C(C2=C(N1C)C([O-])C(=CC2[O])OC)CO,7.0,-0.376,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
26,CN(C)C(C)C1=CC=C[C-]1[Fe+2][C-]1C=CC=C1,7.0,0.584,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
712,CCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,7.0,-0.438,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
437,C1=CN(C(=N1)[N+](=O)[O-])CCO,7.0,-0.398,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
864,C13=C(C=CC=C1)[S-](C2=C(C=CC=C2)N3)[O+],7.0,0.8,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
364,C2(C1=C4[N](C(=C1C(C(=C2C)C)=O)C3=CC=CC=C3)CCC4)=O,7.0,-0.435,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
229,CC1=C(C2=C(N1C3CC3)C([O])C=C(C2[O-])OC)CO,7.0,-0.336,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
37,CC1=C[C-]([Fe+2][C-]2C(C3CN([H])C(O3)=O)=CC(C)=C2)C=C1,7.0,0.389,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
878,C(CS)C(=O)O,7.0,1.359,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
374,C1=CC2=C(C=C1S(=O)(=O)[O-])C(=C(N2)C3=NC4=C(C3=O)C=C(C=C4)S(=O)(=O)[O-])O,7.0,-0.247,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
469,C1COCCN1CCCCCCCCCCCN2C=CN=C2[N+](=O)[O-],7.0,-0.403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
880,C(CCC(=O)N)CC(CCS)S,7.0,1.7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
773,C1=CC(=C(C=C1C(=O)O)O)O,7.0,0.119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
868,C1=CC(=C(C2=C1C(=O)C3=C(C=CC(=C3C2=O)O)O)O)O,7.0,0.073,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
194,[O]C1C2=CC=CC=C2C([O-])C3=C1C=CC=C3S(=O)([O-])=O,7.0,-0.218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
837,C1=CC3=C(C=C1)N(C2=C(C=CC=C2)S3)C,7.0,0.829,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
785,COC1=C(C=CC(=C1)O)O,7.0,-0.085,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
503,CN1C=NC(=C1S(=O)(=O)N2CCOCC2)[N+](=O)[O-],7.0,-0.406,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
882,CSSC,7.0,1.391,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
756,[C]12=[S]3ON=C1C[C]CC2=NO3,7.0,-0.416,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
579,C1=CC2=C(C(=C1)O)OC(=C2)[N+](=O)[O-],7.0,-0.288,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
881,C([C@H]([C@H](CS)O)O)S,7.0,1.724,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
162,CC1=C(SC[C@H](NC(CC[C@H](N)C(O)=O)=O)C(NCC(O)=O)=O)C(C2=CC=CC=C2C1[O])[O-],7.67,-0.192,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
678,C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,7.0,-0.39,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
152,CC(OCC1=CC(C2=CC=CC=C2C1[O-])[O])=O,7.67,-0.106,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
621,CC1=CC2=[N+](CCCC[N+]3=C2C=C(C=C3)C)C=C1,7.0,-0.78,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
643,C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCO)CCO,7.0,-0.403,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
687,CC1=CC=C(C=C1)C2=[N+](C=CC(=C2)C3=CC(=[N+](C=C3)C)C4=CC=C(C=C4)C)C,7.0,-0.439,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
111,CNCC(=O)C1=CC(=C(C=C1)O)O,13.5,0.18,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
226,CC1=C(C([O-])C2=C(C1[O])N(C(=C2CO)C)C)OC,7.0,-0.317,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
710,CCSCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,7.0,-0.428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
103,COC(=O)C1=CC(=C(C=C1)O)O,13.5,0.119,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
421,CN1C(=CN=C1[N+](=O)[O-])C(=O)[O-],7.0,-0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
419,C1=C(NC(=N1)[N+](=O)[O-])CN,7.0,-0.267,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
586,CC1(C(NC(=O)NC1=O)O)[N+](=O)[O-],7.0,-0.405,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
119,COC1=CC(=CC(=C1)O)O,7.0,0.84,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
53,CC1=CC([O])C=CC1[O-],7.0,0.023,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
151,COCC1=CC(C2=CC=CC=C2C1[O-])[O],7.67,-0.129,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
403,CN(C)C(=O)C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])N2CC2,7.0,-0.377,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
859,C(N1CCN(CC1)CCCN3C2=CC=CC=C2SC4=C3C=C(C=C4)[S](=O)(=O)N(C)C)CO,7.0,0.83,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
207,CC1=C(C)C(C2=C(C3=CC=CC=C3)N(C)C(C)=C2C1[O])[O-],7.0,-0.452,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
767,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,7.0,0.64,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
694,CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCC[S](=O)(=O)[O-])C)CCC[S](=O)(=O)[O-],7.0,-0.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
8,C1=CC=C[C-]1[Fe+2][C-]2C=CC=C2CCC(N)=O,7.0,0.414,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
735,C1=NC(=C(N1)C(=O)N)N,7.0,-0.584,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
36,OCCNCC1=C[C-]([Fe+2][C-]2C=CC=C2)C=C1,7.0,0.549,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
452,CCS(=O)(=O)CCN1C=CN=C1[N+](=O)[O-],7.0,-0.368,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
253,COC(=O)C1=CC(=C(C(=C1)O)O)O,3.5,0.91,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
303,C1=CC=C(C=C1)[CH]C2=CC=CC=C2,7.0,0.59,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
679,CC1=[N+](C=CC(=C1)C2=CC=[N+](C=C2)C)C,7.0,-0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
571,CN(C)CCCNC1=C2C(=CC=C(C2=NC3=CC=CC=C31)OC)[N+](=O)[O-],7.0,-0.361,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
623,C1=CC2=C(C3=C(C=CC=[NH+]3)C=C2)[NH+]=C1,7.0,-0.54,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
705,COC(=O)\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)[H])[H],7.0,-0.381,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
657,CN(C)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)N(C)C,7.0,-0.385,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
