SMILE,solvent,type,ph,SRP
C1=C(C(=O)NC(=O)N1)[N+](=O)[O-],H2O,neutral,7.0,-0.527
CC1(C(NC(=O)NC1=O)O)[N+](=O)[O-],H2O,neutral,7.0,-0.405
CCN1CC[N+]2=C1C=CC(=C2)[N+](=O)[O-],H2O,neutral,7.0,-0.356
O=[N+]([O-])C1=C[N+]3=C(C=C1)N(C2=CC=CC=C2)CC3,H2O,neutral,7.0,-0.335
C[N+]1=CC=CC=C1C2=CC=CC=[N+]2C,H2O,neutral,7.0,-0.776
C1=CC=[N+](C(=C1)C2=CC=CC=[N+]2CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-],H2O,neutral,7.0,-0.68
CC1=CC(=NC=C1)C2=NC=CC(=C2)C,H2O,neutral,7.0,-0.54
C1=CC=[N+]2C=C[N+]3=CC=CC=C3C2=C1,H2O,neutral,7.0,-0.27
CC1=C[N+]2=CC=CC=C2C3=CC=CC=[N+]13,H2O,neutral,7.0,-0.3
C1=CC=C(C=C1)C2=C[N+]3=CC=CC=C3C4=CC=CC=[N+]42,H2O,neutral,7.0,-0.27
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]31,H2O,neutral,7.0,-0.358
C1C[N+]2=C(C=CC=C2Br)C3=CC=CC=[N+]31,H2O,neutral,7.0,-0.01
OC2C[N+]1=C(C=CC=C1)C3=[N+]2C=CC=C3,H2O,neutral,7.0,-0.29
C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)C#N,H2O,neutral,7.0,0.0
C1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3,H2O,neutral,7.0,-0.41
CC1C[N+]2=CC=CC=C2C3=CC=CC=[N+]13,H2O,neutral,7.0,-0.35
C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)OC,H2O,neutral,7.0,-0.45
C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)C(=O)OC,H2O,neutral,7.0,-0.14
C1=C([N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)CC,H2O,neutral,7.0,-0.42
C1(=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CC3)OCC,H2O,neutral,7.0,-0.44
CC1=C2C3=C(C=CC=[N+]3CC[N+]2=CC=C1)C,H2O,neutral,7.0,-0.58
CC1=CC2=[N+](CC[N+]3=C2C=C(C=C3)C)C=C1,H2O,neutral,7.0,-0.487
CC1=C[N+]2=C(C=C1)C3=[N+](CC2)C=C(C=C3)C,H2O,neutral,7.0,-0.479
C1=C([N+]3=C(C=C1)C2=[N+](C(=CC=C2)C)CC3)C,H2O,neutral,7.0,-0.48
C1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)C(C3C)C,H2O,neutral,7.0,-0.35
C1=C[N+]3=C(C=C1)C2=[N+](C=C(C=C2)OCCC)CC3,H2O,neutral,7.0,-0.44
C1(=C[N+]3=C(C=C1C)C2=[N+](C=C(C(=C2)C)C)CC3)C,H2O,neutral,7.0,-0.613
C1=C[N+]4=C(C=C1)C2=[N+](C(=CC=C2)C3=CC=CC=C3)CC4,H2O,neutral,7.0,-0.32
C1C([N+]2=CC=CC=C2C3=CC=CC=[N+]31)C4=CC=CC=C4,H2O,neutral,7.0,-0.29
C1C[N+]2=CC=CC=C2C3=CC=CC=[N+]3C1,H2O,neutral,7.0,-0.549
CC2=[N+]1CCC[N+]3=C(C1=CC=C2)C=CC=C3,H2O,neutral,7.0,-0.59
COC1=C[N+]3=C(C=C1)C2=[N+](C=CC=C2)CCC3,H2O,neutral,7.0,-0.63
CC1=CC2=[N+](CCC[N+]3=C2C=C(C=C3)C)C=C1,H2O,neutral,7.0,-0.691
CC1=C[N+]2=C(C=C1)C3=[N+](CCC2)C=C(C=C3)C,H2O,neutral,7.0,-0.671
CC2=C(C=[N+]1CCC[N+]3=C(C1=C2)C=C(C)C(=C3)C)C,H2O,neutral,7.0,-0.77
C1CC[N+]2=CC=CC=C2C3=CC=CC=[N+]3C1,H2O,neutral,7.0,-0.7
CC1=CC2=[N+](CCCC[N+]3=C2C=C(C=C3)C)C=C1,H2O,neutral,7.0,-0.78
CC2=C(C=[N+]1CCCC[N+]3=C(C1=C2)C=C(C)C(=C3)C)C,H2O,neutral,7.0,-0.832
C1=CC2=C(C3=C(C=CC=[NH+]3)C=C2)[NH+]=C1,H2O,neutral,7.0,-0.54
C[N+]1=CC=CC2=C1C3=C(C=CC=[N+]3C)C=C2,H2O,neutral,7.0,-0.51
C1C[N+]2=CC=CC3=C2C4=C(C=CC=[N+]41)C=C3,H2O,neutral,7.0,-0.28
C1C[N+]2=CC=CC3=C2C4=C(C=CC=[N+]4C1)C=C3,H2O,neutral,7.0,-0.27
ClC3=C2C=CC1=CC=C[N+]4=C1C2=[N+](C=C3)CCC4,H2O,neutral,7.0,-0.11
CC3=C2C=CC1=CC=C[N+]4=C1C2=[N+](C=C3)CCC4,H2O,neutral,7.0,-0.22
CC1=C2C=CC3=C(C=C[N+]4=C3C2=[N+](CCC4)C=C1)C,H2O,neutral,7.0,-0.4
C1C[N+]2=C3C(=C(C=C2)C4=CC=CC=C4)C=CC5=C(C=C[N+](=C53)C1)C6=CC=CC=C6,H2O,neutral,7.0,-0.31
C1=C[N+]4=C2C(=C1)C=CC3=C2[N+](=CC=C3)CCCC4,H2O,neutral,7.0,-0.45
C[N+]1=C(C=CC2=CC=CC=C21)C3=[N+](C4=CC=CC=C4C=C3)C,H2O,neutral,7.0,-0.25
C[N+]1=CC=C(C=C1)C2=CC=CC=[N+]2C,H2O,neutral,7.0,-0.64
C1=C[NH+]=CC=C1C2=CC=[NH+]C=C2,H2O,neutral,7.0,-0.485
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,7.0,-0.448
CO[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)OC,H2O,neutral,7.0,-0.651
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CC#N)CC#N,H2O,neutral,7.0,-0.15
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CC(=O)O)CC(=O)O,H2O,neutral,7.0,-0.444
O=[S](=O)([O-])CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[S](=O)(=O)[O-],H2O,neutral,7.0,-0.36
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCCl)CCCl,H2O,neutral,7.0,-0.335
O\N=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=N\O)[H])[H],H2O,neutral,7.0,-0.325
CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,H2O,neutral,7.0,-0.455
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCO)CCO,H2O,neutral,7.0,-0.403
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCN)CCN,H2O,neutral,7.0,-0.28
C1=C(C=[N+]2C(=C1)N(CC2)C3=CC=CC=C3)[N+](=O)[O-],H2O,neutral,7.0,-0.266
CC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)C,H2O,neutral,7.0,-0.305
O=C(CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OO)OO,H2O,neutral,7.0,-0.431
C1=C[N+](=CC=C1C2=CC=[N+](C=C2)CCCS(=O)(=O)[O-])CCCS(=O)(=O)[O-],H2O,neutral,7.0,-0.38
CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC,H2O,neutral,7.0,-0.438
CC(C)[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C(C)C,H2O,neutral,7.0,-0.45
CCSC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CSCC,H2O,neutral,7.0,-0.308
N#CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,H2O,neutral,7.0,-0.362
CCOC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)OCC,H2O,neutral,7.0,-0.422
CN(C)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(C)C,H2O,neutral,7.0,-0.301
CCOCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCOCC,H2O,neutral,7.0,-0.386
CCOC(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OCC,H2O,neutral,7.0,-0.376
CN(C)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)N(C)C,H2O,neutral,7.0,-0.385
CCOC(=O)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC(=O)OCC,H2O,neutral,7.0,-0.433
C[N+](C)(C)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[N+](C)(C)C,H2O,neutral,7.0,-0.28
C1=CC(=CC=C1[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=C(C=C4)[N+](=O)[O-])[N+](=O)[O-],H2O,neutral,7.0,-0.15
C1=CC=C(C=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C4=CC=CC=C4,H2O,neutral,7.0,-0.288
C1=CN=C(C=C1)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC4=NC=CC=C4,H2O,neutral,7.0,-0.325
CCN(CC)C(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)N(CC)CC,H2O,neutral,7.0,-0.318
CN(C)C(=O)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC(=O)N(C)C,H2O,neutral,7.0,-0.399
CCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCC,H2O,neutral,7.0,-0.439
CCOC(C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(OCC)OCC)OCC,H2O,neutral,7.0,-0.373
C[N+](C)(C)CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC[N+](C)(C)C,H2O,neutral,7.0,-0.331
C1=CC=C(C=C1)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC4=CC=CC=C4,H2O,neutral,7.0,-0.37
CCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCC,H2O,neutral,7.0,-0.356
C[N+](C)(C)CCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+](C)(C)C,H2O,neutral,7.0,-0.367
CC1COCC(N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)CC(=O)N4C(COCC4C)C)C,H2O,neutral,7.0,-0.291
CCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCC,H2O,neutral,7.0,-0.451
CCCCCCCCCCCCCCCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCCCCCCCCCCCCCCCC,H2O,neutral,7.0,-0.28
CCOC(=O)C(C1=CC=CC=C1)[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C(C4=CC=CC=C4)C(=O)OCC,H2O,neutral,7.0,-0.188
C1=CC9=C(C=C1)C[N+]6=C4[N+](=CC=C5C3=CC=[N+]2CC8=C(C[N+]7=C2C3=C(C(=C45)C=C6)C=C7)C=CC=C8)C9,H2O,neutral,7.0,-0.139
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,7.0,-0.28
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,7.0,-0.33
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC[N+]3=CC=C(C=C3)C4=CC=[N+](C=C4)C,H2O,neutral,7.0,-0.39
CC1=[N+](C=CC(=C1)C2=CC=[N+](C=C2)C)C,H2O,neutral,7.0,-0.5
CC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CC)C,H2O,neutral,7.0,-0.51
CCC[N+]1=CC=C(C=C1)C2=CC(=[N+](C=C2)CCC)C,H2O,neutral,7.0,-0.5
C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C#N)C#N,H2O,neutral,7.0,0.09
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C)C)C,H2O,neutral,7.0,-0.552
CC1=C(C=C[N+](=C1)C)C2=C(C=[N+](C=C2)C)C,H2O,neutral,7.0,-0.83
CC1=CC(=CC(=[N+]1C)C)C2=CC(=[N+](C(=C2)C)C)C,H2O,neutral,7.0,-0.64
C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)C)C3=CC=CC=C3)C4=CC=CC=C4,H2O,neutral,7.0,-0.39
CC1=CC=C(C=C1)C2=[N+](C=CC(=C2)C3=CC(=[N+](C=C3)C)C4=CC=C(C=C4)C)C,H2O,neutral,7.0,-0.439
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)C#N)C)C#N,H2O,neutral,7.0,-0.14
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCCl)C)CCCl,H2O,neutral,7.0,-0.422
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCO)C)CCO,H2O,neutral,7.0,-0.481
CC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(C)=O)C)C,H2O,neutral,7.0,-0.356
CCOC(=O)C[N+]1=C(C=C(C=C1)C2=CC(=[N+](C=C2)CC(=O)OCC)C)C,H2O,neutral,7.0,-0.323
CC1=C(C=C[N+](=C1)CCC[S](=O)(=O)[O-])C2=C(C=[N+](C=C2)CCC[S](=O)(=O)[O-])C,H2O,neutral,7.0,-0.79
CC1=[N+](C=CC(=C1)C2=CC(=[N+](C=C2)CCC[S](=O)(=O)[O-])C)CCC[S](=O)(=O)[O-],H2O,neutral,7.0,-0.46
CC1=[N+](C(=CC(=C1)C2=CC(=[N+](C(=C2)C)CCC[S](=O)(=O)[O-])C)C)CCC[S](=O)(=O)[O-],H2O,neutral,7.0,-0.54
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)[O-],H2O,neutral,7.0,-0.49
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#N,H2O,neutral,7.0,-0.287
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,H2O,neutral,7.0,-0.422
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,H2O,neutral,7.0,-0.426
COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,7.0,-0.38
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(\C#N)[H])[H],H2O,neutral,7.0,-0.369
CSC(=C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)SC,H2O,neutral,7.0,-0.33
CCOC(=O)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,7.0,-0.362
CCOC(=O)C(C#N)[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C,H2O,neutral,7.0,-0.287
COC(=O)\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C)[H])[H],H2O,neutral,7.0,-0.381
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#[S]N=O,H2O,neutral,7.0,-0.371
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC3=CC=CC=C3,H2O,neutral,7.0,-0.408
C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC#[S]NC3=CC=CC=C3,H2O,neutral,7.0,-0.357
CC1COCC(C)N1C(=O)C[N+]2=CC=C(C=C2)C3=CC=[N+](C=C3)C,H2O,neutral,7.0,-0.374
CCSCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,H2O,neutral,7.0,-0.428
CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCC(=O)OC,H2O,neutral,7.0,-0.408
CCCCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCO,H2O,neutral,7.0,-0.438
C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(=O)O,H2O,neutral,7.0,-0.39
C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC,H2O,neutral,7.0,-0.428
C=CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,H2O,neutral,7.0,-0.383
CCN(CC)C(=O)CC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC=C,H2O,neutral,7.0,-0.383
C=CCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCC#N,H2O,neutral,7.0,-0.394
C\C(=C(\C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCCF)[H])[H],H2O,neutral,7.0,-0.418
C=C(C)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CC(N)=O,H2O,neutral,7.0,-0.336
C=C(CC)C[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)CCOC,H2O,neutral,7.0,-0.396
COCC[N+]1=CC=C(C=C1)C2=CC=[N+](C=C2)C\C(=C(/C)Cl)[H],H2O,neutral,7.0,-0.393
C[N+]3=CC2=C1[N+](=CC=CC1=CC=C2C=C3)C,H2O,neutral,7.0,-0.425
C[N+]1=CC3=C(C=C1)C2=C[N+](=CC=C2C=C3)C,H2O,neutral,7.0,-0.44
C[N+]2=CC1=C3C(=CC=C1C=C2)[N+](=CC=C3)C,H2O,neutral,7.0,-0.302
C[N+]1=CC2=C(C=C1)C3=C(C=C2)C=[N+](C=C3)C,H2O,neutral,7.0,-0.374
C[N+]1=CC2=C(C=C1)C3=C(C=C2)[N+](=CC=C3)C,H2O,neutral,7.0,-0.405
C[N+]1=CC=CC2=C1C=CC3=C2C=CC=[N+]3C,H2O,neutral,7.0,-0.268
C1=CC=[N+]2C=C3C=CC4=C[N+]5=CC=CC=C5C=C4C3=CC2=C1,H2O,neutral,7.0,-0.272
C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=CC5=CC=CC=[N+]5C=C43,H2O,neutral,7.0,-0.3
C1=CC=[N+]2C=C3C(=CC2=C1)C=CC4=C[N+]5=CC=CC=C5C=C43,H2O,neutral,7.0,-0.228
[CH2]O,H2O,neutral,7.0,-0.92
C(CSSCCO)O,H2O,neutral,7.0,-1.57
C1CSSC1CCCCC(=O)N,H2O,neutral,7.0,-1.6
C(=O)(N)NO,H2O,neutral,7.0,-0.552
C1=NC(=C(N1)C(=O)N)N,H2O,neutral,7.0,-0.584
CN(C)N=NC1=C(NC=N1)C(=O)N,H2O,neutral,7.0,-0.571
C[N+]1=CC=CC(=C1)C(=O)N,H2O,neutral,7.0,-0.936
C[N+]1=CC=C(C=C1)C(=O)N,H2O,neutral,7.0,-0.77
CC(=O)C1=CC=[N+](C=C1)C,H2O,neutral,7.0,-0.51
C[N+]1=CC=C(C=C1)C(=O)OC,H2O,neutral,7.0,-0.72
CC[N+]1=CC=C(C=C1)C#N,H2O,neutral,7.0,-0.626
C1=CC(=C[N+](=C1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,H2O,neutral,7.0,-0.93
CC1(CC(=NC=C1)C2=CC=CC=N2)C,H2O,neutral,7.0,-1.05
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O,H2O,neutral,7.0,-0.292
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)O)O)O)O,H2O,neutral,7.0,-0.313
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](COP(=O)(O)OP(=O)(O)OC[C@@H]4[C@H]([C@H]([C@@H](O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O,H2O,neutral,7.0,-0.241
CC1=CC2=C(C=C1CN3C=CN=C3)N(C4=NC(=O)NC(=O)C4=N2)CC(C(C(CO)O)O)O,H2O,neutral,7.0,-0.173
CC(=O)OCC(OC(C)=O)C(OC(C)=O)C(CN2C1=CC(=C(C)C=C1N=C3C(=O)N([H])C(=O)N=C23)C[N]4C=C[N+](=C4)C)OC(C)=O,H2O,neutral,7.0,-0.118
CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3,H2O,neutral,7.0,-0.502
CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)NC(=O)N3C,H2O,neutral,7.0,-0.509
CC1=CC2=C(C=C1C)N=C3C(=N2)C(=O)N(C(=O)N3)C,H2O,neutral,7.0,-0.535
C1=C(C(=CC2=C1N=C3C(=N2)C(=O)N(C(=O)N3C)C)C)C,H2O,neutral,7.0,-0.53
C12=[S]3ON=C1CSCC2=NO3,H2O,neutral,7.0,-0.375
C12=[S]3ON=C1C[S](CC2=NO3)=O,H2O,neutral,7.0,-0.277
C12=[S]3ON=C1C[S](CC2=NO3)(=O)=O,H2O,neutral,7.0,-0.227
[C]12=[S]3ON=C1C[C]CC2=NO3,H2O,neutral,7.0,-0.416
C1=CC=CC2=C1C(=C3C(=[N+]2[H])C=CC=C3)NC4=CC=C(C=C4)N[S](C)(=O)=O,H2O,neutral,7.0,-0.803
C1(=CC=C(C2=NSN=C12)C#N)C#N,H2O,neutral,7.0,-0.49
C2(=NC1=NSN=C1N=C2C3=CC=CO3)C4=CC=CO4,H2O,neutral,7.0,-0.374
C2(=NC1=NSN=C1N=C2C3=CC=CC=N3)C4=NC=CC=C4,H2O,neutral,7.0,-0.236
C2(=NC1=NSN=C1N=C2C3=CC=CC=[N+]3[O-])C4=NC=CC=C4,H2O,neutral,7.0,-0.253
C1(=CC=C(C=C1)O)N,H2O,neutral,7.0,0.217
COC1=CC=C(C=C1)O,H2O,neutral,7.0,0.32
CNC1=CC=C(C=C1)O,H2O,neutral,7.0,0.146
CC(=O)NC1=CC=C(C=C1)O,H2O,neutral,7.0,0.45
CN(C)C1=CC=C(C=C1)O,H2O,neutral,7.0,0.174
C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,H2O,neutral,7.0,0.64
C1=CC(=CC=C1CC(C(=O)O)N)O,H2O,neutral,7.0,0.87
CC(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N,H2O,neutral,7.0,0.65
C[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)O)N,H2O,neutral,7.0,0.85
C1=CC=C(C(=C1)O)O,H2O,neutral,7.0,0.043
C1=CC(=C(C(=C1)O)O)C(=O)O,H2O,neutral,7.0,0.118
C1=CC(=C(C=C1C(=O)O)O)O,H2O,neutral,7.0,0.119
C1=CC(=C(C=C1CC(=O)O)O)O,H2O,neutral,7.0,0.021
C1=CC(=C(C=C1CCN)O)O,H2O,neutral,7.0,0.018
C1=CC(=C(C=C1[C@H](CN)O)O)O,H2O,neutral,7.0,0.044
C1=CC(=C(C=C1/C=C/C(=O)O)O)O,H2O,neutral,7.0,0.084
C1(=CC=C(C=C1O)CC(C(O)=O)N)O,H2O,neutral,7.0,0.014
C1=CC(=CC(=C1)O)O,H2O,neutral,7.0,0.385
C1=CC(=C(C=C1O)C(=O)O)O,H2O,neutral,7.0,0.033
C1=C(C=C(C=C1O)O)C(=O)O,H2O,neutral,7.0,0.28
C1=CC(=CC=C1O)O,H2O,neutral,7.0,1.041
C1=C(C(=CC(=C1S(=O)(=O)O)O)S(=O)(=O)O)O,H2O,neutral,7.0,0.116
CC1=C(C=CC(=C1)O)O,H2O,neutral,7.0,0.46
COC1=C(C=CC(=C1)O)O,H2O,neutral,7.0,-0.085
C1(=C(C=CC(=C1)O)O)COC,H2O,neutral,7.0,0.118
C1=CC(=C(C=C1O)CC(=O)O)O,H2O,neutral,7.0,-0.05
C1(=C(C=CC(=C1C)O)O)C,H2O,neutral,7.0,0.43
CC1=C(C=C(C(=C1)O)C)O,H2O,neutral,7.0,0.98
CC1=C(C=CC(=C1C)O)O,H2O,neutral,7.0,0.385
CC1=C(C(=C(C(=C1C)O)C)C)O,H2O,neutral,7.0,0.95
C1=CC(=C(C(=C1)O)O)O,H2O,neutral,7.0,-0.009
C1=C(C=C(C(=C1O)O)O)CCN,H2O,neutral,7.0,0.042
CCOC(=O)C1=CC(=C(C(=C1)O)O)O,H2O,neutral,7.0,-0.054
C1=CC(=C(C=C1O)O)O,H2O,neutral,7.0,-0.11
C1=CC=C(C=C1)N,H2O,neutral,7.0,1.03
C1=CC(=CC=C1N)N,H2O,neutral,7.0,0.183
C1=CC=C2C(=C1)C=CN2,H2O,neutral,7.0,1.24
C1=CC2=C(C=CN2)C=C1O,H2O,neutral,7.0,0.216
CN1C=CC2=CC=CC=C21,H2O,neutral,7.0,1.23
CC1=CC2=CC=CC=C2N1,H2O,neutral,7.0,1.1
CC1=CNC2=CC=CC=C12,H2O,neutral,7.0,1.01
C1=CC=C2C(=C1)C(=CN2)CC(=O)O,H2O,neutral,7.0,0.84
CC1=C(NC2=CC=CC=C12)C,H2O,neutral,7.0,0.78
C1=CC=C2C(=C1)C(=CN2)CCN,H2O,neutral,7.0,0.0
C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,H2O,neutral,7.0,1.14
C1=CC2=C(C=C1O)C(=CN2)CC(C(=O)O)N,H2O,neutral,7.0,0.208
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)N)N,H2O,neutral,7.0,0.94
C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CNC2=CC=CC=C21)N,H2O,neutral,7.0,0.0
C1=CNC(=O)NC1=O,H2O,neutral,7.0,0.87
CC1=CNC(=O)NC1=O,H2O,neutral,7.0,0.78
C1C(=O)NC(=O)NC1=O,H2O,neutral,7.0,0.79
C1C(=O)C(=O)NC(=O)N1,H2O,neutral,7.0,0.132
C1=C(NC(=O)N=C1)N,H2O,neutral,7.0,0.83
C1=NC2=NC=NC(=C2N1)N,H2O,neutral,7.0,0.75
C1=NC(=C2C(=N1)N(C=N2)[C@H]3[C@@H]([C@@H]([C@H],H2O,neutral,7.0,0.81
C1=NC2=C(N1)C(=O)NC(=N2)N,H2O,neutral,7.0,0.62
C1=NC2=C(N1[C@H]3[C@@H]([C@@H]([C@H],H2O,neutral,7.0,0.71
C1=NC2=C(N1)C(=O)NC=N2,H2O,neutral,7.0,0.74
C1=NC2=C(N1)C(=O)NC(=O)N2,H2O,neutral,7.0,0.59
C12=C(NC(=O)N1)NC(=O)NC2=O,H2O,neutral,7.0,0.26
CC(CN1C2=CC=CC=C2S(=O)(=O)C3=CC=CC=C31)N(C)C,H2O,neutral,7.0,0.701
CN1C2=C(C=C(C=C2)Br)SC3=CC=CC=C31,H2O,neutral,7.0,0.766
C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)Cl,H2O,neutral,7.0,0.763
C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)F,H2O,neutral,7.0,0.722
C1=CC=C2C(=C1)NC3=C(S2)C=C(C=C3)I,H2O,neutral,7.0,0.758
CC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,7.0,0.651
COC1=C2C(=CC=C1)SC3=CC=CC=C3N2,H2O,neutral,7.0,0.698
COC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,7.0,0.59
CCOC1=C2C(=CC=C1)SC3=CC=CC=C3N2,H2O,neutral,7.0,0.692
CCOC1=CC2=C(C=C1)NC3=CC=CC=C3S2,H2O,neutral,7.0,0.58
